fecha	lon	lat	especie	n
20091002	-79.855	-15.262	4	187
20091008	-82.748	-8.824	2	3
12/10/2009	-71.937	-8.243	3	78
20091014	-89.32	-9.73	2	1
15/10/2009	-80.529	-14.275	1	61
20091016	-72.973	-9.215	1	46
17/10/2009	-75.91	-5.614	4	116
19/10/2009	-78.847	-5.202	3	114
20/10/2009	-70.215	-12.023	2	105
22/10/2009	-88.662	-7.183	4	116
20091023	-76.247	-3.253	2	116
20091024	-74.334	-14.452	2	163
03/11/2009	-86.496	-5.432	1	172
05/11/2009	-78.332	-11.549	1	67
13/11/2009	-86.249	-10.422	3	14
16/11/2009	-85.533	-16.004	4	37
17/11/2009	-77.57	-8.155	2	17
20091118	-79.317	-15.638	3	8
19/11/2009	-71.349	-12.135	1	81
20/11/2009	-86.207	-16.908	3	28
20091123	-79.894	-12.613	1	135
24/11/2009	-86.68	-17.306	3	130
24/11/2009	-87.255	-16.986	5	4
20091206	-75.077	-10.499	3	161
07/12/2009	-81.936	-16.692	4	77
10/12/2009	-78.488	-2.876	4	138
17/12/2009	-74.104	-12.276	5	17
20/12/2009	-87.191	-11.496	4	25
20091222	-81.15	-3.986	4	32
26/12/2009	-73.447	-13.043	2	185
02/01/2010	-83.223	-14.267	1	180
03/01/2010	-73.91	-14.062	3	105
20100104	-78.87	-7.851	4	197
04/01/2010	-89.119	-4.523	4	16
04/01/2010	-82.861	-14.945	5	48
20100105	-88.696	-15.691	3	101
06/01/2010	-74.801	-6.839	3	188
10/01/2010	-75.952	-6.861	5	47
12/01/2010	-83.538	-4.523	2	48
20100115	-70.493	-3.042	2	176
15/01/2010	-83.967	-7.495	3	148
17/01/2010	-86.635	-8.974	4	196
19/01/2010	-70.636	-16.604	5	0
25/01/2010	-73.795	-8.498	5	100
01/02/2010	-85.534	-17.418	2	57
20100203	-82.848	-11.111	5	76
20100204	-81.21	-2.279	4	67
05/02/2010	-72.776	-15.069	1	169
06/02/2010	-71.575	-3.113	4	175
20100207	-78.752	-15.883	2	36
20100210	-73.335	-17.125	5	177
14/02/2010	-88.462	-13.28	5	110
20100215	-70.391	-4.346	4	26
15/02/2010	-78.145	-16.574	5	44
16/02/2010	-71.117	-9.191	1	74
21/02/2010	-76.431	-5.608	4	75
23/02/2010	-80.538	-15.032	4	51
20100224	-74.445	-10.283	4	16
20100225	-88.666	-7.409	1	163
25/02/2010	-80.218	-4.231	3	14
26/02/2010	-78.841	-10.507	4	195
27/02/2010	-83.401	-14.082	5	119
20100301	-77.355	-7.866	5	132
20100303	-87.566	-16.958	3	112
07/03/2010	-81.899	-7.405	4	159
09/03/2010	-85.144	-15.269	1	197
12/03/2010	-88.847	-12.588	3	96
20/03/2010	-80.802	-8.739	3	116
22/03/2010	-86.106	-10.078	3	107
20100327	-76.477	-15.246	2	72
20100404	-79.966	-7.373	4	187
20100406	-86.364	-5.05	2	131
07/04/2010	-79.531	-17.151	4	104
20100409	-86.108	-14.171	2	100
09/04/2010	-71.714	-17.066	3	84
11/04/2010	-84.457	-5.538	3	8
20100413	-70.907	-4.829	2	22
20100414	-83.454	-11.213	2	63
20100414	-83.004	-11.735	3	145
20100415	-76.728	-11.181	3	177
20100416	-70.166	-6.824	4	100
20100421	-89.336	-9.439	2	49
26/04/2010	-79.856	-13.078	3	22
27/04/2010	-75.762	-14.916	1	39
02/05/2010	-81.463	-11.521	2	119
20100503	-70.811	-14.159	1	169
20100506	-79.466	-5.113	3	126
13/05/2010	-79.351	-17.789	1	69
20100513	-81.417	-9.797	5	26
17/05/2010	-72.462	-5.124	1	36
23/05/2010	-89.691	-17.725	3	32
23/05/2010	-85.874	-15.282	3	161
23/05/2010	-79.345	-6.643	4	104
24/05/2010	-72.816	-15.595	1	134
27/05/2010	-72.438	-15.541	4	73
01/06/2010	-81.016	-6.894	3	125
05/06/2010	-82.607	-11.446	1	119
08/06/2010	-78.707	-16.691	2	99
08/06/2010	-70.054	-8.445	3	128
20100615	-77.075	-3.286	4	34
21/06/2010	-74.349	-11.477	4	50
22/06/2010	-89.587	-15.562	5	91
20100623	-80.575	-14.245	1	143
20100623	-71.596	-12.383	3	60
20100702	-77.079	-6.415	5	152
03/07/2010	-85.749	-4.897	1	170
05/07/2010	-82.996	-16.149	2	199
06/07/2010	-73.079	-7.878	4	142
06/07/2010	-80.377	-7.241	4	46
20100709	-80.547	-10.018	3	90
10/07/2010	-74.829	-10.341	1	13
20100711	-74.138	-16.286	3	45
20100714	-81.307	-11.817	2	191
20100717	-78.194	-8.741	5	116
17/07/2010	-70.382	-8.188	5	19
20100721	-84.407	-6.921	1	108
21/07/2010	-84.52	-5.364	5	55
23/07/2010	-73.822	-8.739	1	3
24/07/2010	-88.721	-13.411	3	141
20100727	-85.243	-15.325	4	92
20100728	-82.359	-14.498	4	87
20100803	-89.777	-6.262	1	51
07/08/2010	-72.978	-14.842	5	33
09/08/2010	-71.794	-16.042	2	194
17/08/2010	-77.307	-16.199	2	42
20100818	-81.046	-14.616	4	121
20100818	-82.262	-8.501	5	79
20100819	-74.888	-10.501	2	58
24/08/2010	-82.514	-11.312	4	152
20100825	-70.505	-3.847	4	198
20100826	-76.407	-9.871	2	69
28/08/2010	-72.894	-7.593	5	183
20100904	-89.814	-10.426	3	86
20100908	-85.198	-9.059	3	127
10/09/2010	-82.15	-14.381	4	30
20100913	-83.797	-6.192	1	158
20100914	-89.416	-5.347	3	41
15/09/2010	-71.493	-5.107	1	200
15/09/2010	-84.653	-12.617	5	54
18/09/2010	-86.755	-4.914	5	143
20100922	-77.842	-17.573	1	170
27/09/2010	-78.471	-3.805	1	108
27/09/2010	-71.668	-14.832	5	34
20101005	-89.651	-3.135	2	103
06/10/2010	-77.82	-7.615	2	178
06/10/2010	-88.498	-16.693	3	188
11/10/2010	-75.223	-6.013	2	6
17/10/2010	-78.761	-8.599	1	187
23/10/2010	-78.818	-9.001	4	73
25/10/2010	-86.912	-7.178	1	92
20101107	-76.369	-2.172	1	104
20101107	-79.431	-12.448	4	55
08/11/2010	-89.578	-2.404	3	170
11/11/2010	-82.07	-13.637	2	177
16/11/2010	-79.438	-13.504	4	196
17/11/2010	-85.482	-2.973	5	47
18/11/2010	-74.91	-15.394	1	187
20101121	-86.141	-15.443	4	166
27/11/2010	-73.176	-8.951	2	50
27/11/2010	-82.219	-7.882	3	34
20101201	-82.216	-3.725	2	2
07/12/2010	-84.077	-14.106	4	125
09/12/2010	-88.161	-15.854	5	38
10/12/2010	-74.031	-16.409	1	65
20101218	-73.768	-16.113	3	119
20101219	-73.385	-4.205	5	178
25/12/2010	-82.279	-13.245	4	87
27/12/2010	-71.388	-10.771	5	162
20110101	-71.336	-11.702	4	62
20110102	-86.887	-17.896	5	119
20110103	-72.725	-8.946	2	132
20110108	-82.243	-16.443	2	196
11/01/2011	-85.966	-5.87	1	132
12/01/2011	-81.148	-6.327	3	106
20110116	-78.722	-15.895	4	198
17/01/2011	-81.945	-8.528	4	185
23/01/2011	-81.073	-13.848	1	86
23/01/2011	-72.438	-9.417	2	53
27/01/2011	-82.419	-13.658	5	48
20110202	-73.95	-4.079	1	178
02/02/2011	-75.913	-11.883	2	29
20110207	-83.742	-14.482	1	196
10/02/2011	-77.71	-4.885	4	89
16/02/2011	-71.687	-4.01	1	192
18/02/2011	-81.468	-17.683	3	105
19/02/2011	-72.092	-3.122	2	69
24/02/2011	-87.179	-15.202	5	60
20110225	-89.463	-3.506	1	72
25/02/2011	-84.861	-2.376	5	164
20110228	-70.29	-10.934	2	127
03/03/2011	-81.452	-16.681	3	166
20110303	-78.454	-5.743	4	139
20110309	-74.77	-3.199	2	121
09/03/2011	-84.605	-5.794	4	130
20110311	-87.854	-13.325	2	146
20110314	-83.915	-10.11	2	39
18/03/2011	-75.81	-17.664	1	28
19/03/2011	-89.662	-6.425	1	96
20/03/2011	-77.814	-11.948	1	159
25/03/2011	-79.839	-13.016	1	125
27/03/2011	-83.157	-12.238	2	160
20110327	-71.114	-12.52	2	200
20110401	-70.221	-12.385	3	22
20110401	-81.506	-3.489	5	94
20110402	-71.938	-5.418	3	57
05/04/2011	-87.051	-17.561	3	117
20110408	-72.927	-4.631	2	130
11/04/2011	-77.492	-17.498	4	117
11/04/2011	-80.539	-11.873	4	79
14/04/2011	-74.877	-11.623	5	40
20110416	-72.449	-2.789	3	50
19/04/2011	-84.732	-8.206	5	188
20/04/2011	-71.954	-10.136	1	135
22/04/2011	-86.416	-12.588	5	65
23/04/2011	-85.029	-6.104	5	36
25/04/2011	-82.029	-6.048	2	94
20110427	-71.765	-7.086	5	77
01/05/2011	-78.839	-12.111	2	65
02/05/2011	-75.057	-15.469	4	171
04/05/2011	-82.412	-5.92	3	166
06/05/2011	-79.22	-6.679	5	0
11/05/2011	-82.133	-15.263	2	150
20110513	-89.334	-4.003	2	101
18/05/2011	-81.947	-10.918	1	60
18/05/2011	-80.6	-3.755	2	122
18/05/2011	-78.63	-4.375	5	56
25/05/2011	-83.035	-6.976	4	71
25/05/2011	-82.926	-14.989	5	65
27/05/2011	-88.62	-12.733	1	188
03/06/2011	-88.095	-15.822	4	129
04/06/2011	-86.421	-3.302	2	56
20110604	-84.669	-3.356	4	178
05/06/2011	-78.184	-16.777	4	77
06/06/2011	-79.229	-3.725	2	34
20110607	-72.112	-4.269	5	94
11/06/2011	-85.196	-8.805	1	54
11/06/2011	-89.564	-15.959	5	16
20110612	-85.287	-10.747	3	52
20110617	-78.42	-4.48	2	114
20/06/2011	-82.695	-15.279	2	70
23/06/2011	-71.546	-5.915	5	45
27/06/2011	-87.18	-4.968	2	76
27/06/2011	-75.795	-3.426	3	114
10/07/2011	-88.827	-13.811	1	68
20110710	-81.653	-7.191	5	179
11/07/2011	-83.109	-11.664	1	15
11/07/2011	-72.993	-17.132	3	189
20110714	-79.278	-5.155	3	193
20110715	-74.555	-13.169	2	122
16/07/2011	-70.042	-13.959	1	19
19/07/2011	-74.446	-16.248	5	25
22/07/2011	-73.721	-10.899	2	19
22/07/2011	-89.239	-12.823	5	112
26/07/2011	-75.893	-2.673	3	128
04/08/2011	-73.273	-8.113	4	70
12/08/2011	-79.845	-3.993	5	24
14/08/2011	-85.304	-15.635	4	134
19/08/2011	-80.957	-11.468	3	111
23/08/2011	-86.287	-2.047	2	114
24/08/2011	-73.761	-4.124	1	138
24/08/2011	-77.226	-8.363	2	12
25/08/2011	-84.645	-5.092	4	5
28/08/2011	-76.608	-14.27	3	88
20110903	-88.995	-12.981	2	10
06/09/2011	-89.019	-9.55	4	200
20110906	-81.58	-14.372	5	183
08/09/2011	-89.386	-6.012	2	158
20110913	-85.759	-10.963	4	133
20110914	-87.677	-16.502	2	126
17/09/2011	-84.215	-8.253	3	52
20110925	-88.111	-16.989	3	160
20110925	-70.389	-11.669	5	9
27/09/2011	-80.12	-16.168	4	40
20110927	-76.693	-4.68	5	51
20110928	-72.877	-9.561	4	33
28/09/2011	-72.102	-14.691	4	4
20111001	-81.8	-12.875	4	147
06/10/2011	-71.752	-14.964	4	196
06/10/2011	-74.677	-8.035	4	97
20111008	-88.641	-2.708	2	197
11/10/2011	-89.492	-6.222	1	195
11/10/2011	-75.644	-11.534	3	49
13/10/2011	-86.64	-15.583	3	156
14/10/2011	-73.196	-8.273	3	93
15/10/2011	-87.493	-5.847	2	127
15/10/2011	-79.905	-6.436	5	19
20111017	-77.353	-14.073	3	24
19/10/2011	-85.29	-16.849	2	61
21/10/2011	-77.092	-5.208	4	89
20111022	-85.06	-12.089	4	158
22/10/2011	-70.928	-6.689	5	18
20111023	-82.38	-15.628	3	75
28/10/2011	-83.28	-8.218	4	185
03/11/2011	-88.108	-5.617	4	54
04/11/2011	-70.09	-13.1	3	158
20111104	-72.275	-7.62	5	43
20111113	-85.093	-10.534	1	146
13/11/2011	-73.474	-6.564	5	63
20111114	-74.68	-5.48	2	198
20111115	-72.319	-15.165	1	80
15/11/2011	-74.268	-2.459	5	20
24/11/2011	-71.524	-6.301	2	153
20111124	-70.232	-17.521	4	10
27/11/2011	-76.685	-12.913	4	45
28/11/2011	-73.904	-5.125	4	146
02/12/2011	-82.247	-4.379	4	92
07/12/2011	-84.363	-12.826	4	144
20111212	-84.93	-15.273	2	192
15/12/2011	-79.18	-2.124	1	23
20111215	-85.661	-14.862	5	134
19/12/2011	-84.665	-17.648	2	117
19/12/2011	-73.518	-2.481	5	9
21/12/2011	-83.328	-17.484	5	83
24/12/2011	-72.614	-16.059	4	122
20111227	-71.388	-15.577	4	160
28/12/2011	-72.113	-15.214	1	183
28/12/2011	-89.053	-9.613	4	123
20120105	-84.925	-9.537	3	38
06/01/2012	-76.449	-5.444	5	77
08/01/2012	-85.32	-14.663	3	100
12/01/2012	-78.678	-7.679	1	46
12/01/2012	-80.516	-6.178	3	94
12/01/2012	-89.36	-2.355	5	130
20120112	-72.222	-14.633	5	196
17/01/2012	-76.229	-3.714	5	59
20120121	-83.939	-11.245	3	115
20120121	-75.416	-10.281	5	196
20120125	-72.246	-3.607	3	6
25/01/2012	-76.447	-3.269	5	105
26/01/2012	-83.331	-4.631	2	100
01/02/2012	-85.254	-17.369	2	49
06/02/2012	-86.943	-16.256	1	2
07/02/2012	-71.145	-8.739	5	184
08/02/2012	-71.233	-10.426	2	75
08/02/2012	-70.875	-8.508	2	66
20120211	-85.97	-9.98	4	120
20120215	-72.998	-12.836	5	5
20120216	-70.937	-16.791	1	164
05/03/2012	-85.25	-15.231	5	132
07/03/2012	-84.417	-12.74	5	152
08/03/2012	-86.799	-7.439	2	85
11/03/2012	-79.439	-13.777	2	31
20120311	-85.595	-2.559	2	4
13/03/2012	-76.661	-3.447	2	88
16/03/2012	-72.044	-8.462	4	96
20120317	-72.845	-3.795	4	119
20/03/2012	-77.356	-13.4	4	19
20120321	-73.453	-17.719	5	189
26/03/2012	-84.497	-13.905	4	70
20120327	-72.891	-9.043	4	11
28/03/2012	-82.364	-5.911	1	129
20120401	-81.4	-14.198	4	91
04/04/2012	-75.623	-8.109	5	122
20120406	-74.233	-6.91	3	16
06/04/2012	-82.478	-3.341	3	151
09/04/2012	-89.612	-5.873	5	185
11/04/2012	-89.223	-15.451	3	164
20120412	-73.357	-10.766	5	51
14/04/2012	-77.022	-15.567	3	170
15/04/2012	-83.378	-16.937	2	109
16/04/2012	-88.549	-6.547	4	138
20120422	-86.24	-9.838	2	187
20120424	-88.948	-16.873	1	25
26/04/2012	-72.964	-9.61	2	146
20120427	-70.508	-5.079	1	90
05/05/2012	-77.143	-15.562	2	149
07/05/2012	-74.253	-3.146	5	173
11/05/2012	-87.178	-5.639	4	178
12/05/2012	-70.35	-16.696	2	120
19/05/2012	-89.753	-13.412	5	54
21/05/2012	-71.586	-13.093	2	35
21/05/2012	-81.526	-12.304	3	116
24/05/2012	-82.223	-8.596	3	62
20120525	-77.098	-7.39	4	146
20120525	-84.636	-6.67	5	169
20120528	-70.536	-4.056	5	135
20120601	-78.521	-6.039	5	104
03/06/2012	-73.773	-2.707	1	145
20120603	-87.1	-7.063	3	145
07/06/2012	-71.48	-14.43	2	159
20120607	-85.026	-8.059	3	0
09/06/2012	-78.735	-12.304	5	95
12/06/2012	-85.586	-4.644	5	152
20120616	-81.98	-4.108	1	129
18/06/2012	-80.127	-17.881	2	183
21/06/2012	-73.54	-10.694	5	185
20120627	-73.846	-12.598	4	196
01/07/2012	-89.556	-2.553	4	56
02/07/2012	-73.027	-17.387	1	131
03/07/2012	-84.53	-3.61	1	86
20120704	-73.148	-16.449	4	70
06/07/2012	-74.441	-8.628	1	40
20120707	-72.566	-4.495	4	145
08/07/2012	-77.079	-7.48	2	56
10/07/2012	-72.032	-9.48	4	129
20120711	-88.338	-13.814	5	144
20120713	-80.897	-7.896	5	185
16/07/2012	-71.002	-12.449	1	175
17/07/2012	-86.94	-7.865	2	35
17/07/2012	-89.21	-10.814	2	147
17/07/2012	-78.863	-2.642	4	168
20120718	-86.259	-17.203	3	124
27/07/2012	-77.071	-9.141	4	74
07/08/2012	-89.378	-15.195	3	53
11/08/2012	-72.722	-9.45	2	91
20120812	-77.456	-14.339	2	189
20120812	-77.504	-16.592	5	120
14/08/2012	-73.197	-16.029	2	10
15/08/2012	-80.6	-5.725	4	172
19/08/2012	-74.252	-4.823	4	36
20120823	-87.259	-15.14	1	95
24/08/2012	-71.941	-7.188	1	139
20120826	-76.75	-5.323	5	48
03/09/2012	-76.777	-15.569	4	42
03/09/2012	-86.601	-12.284	5	131
05/09/2012	-84.903	-17.275	5	193
09/09/2012	-87.558	-15.01	3	199
10/09/2012	-80.755	-10.791	4	81
13/09/2012	-89.191	-9.253	3	70
16/09/2012	-78.126	-7.476	4	161
20120916	-74.428	-8.251	5	70
20120917	-72.94	-11.482	3	169
20120917	-86.112	-12.99	5	27
22/09/2012	-89.308	-6.292	5	92
22/09/2012	-72.506	-4.266	5	115
20120923	-75.799	-10.334	2	137
20120924	-87.279	-11.359	5	92
25/09/2012	-84.525	-2.405	1	86
27/09/2012	-88.348	-4.246	3	130
27/09/2012	-86.442	-5.66	4	180
04/10/2012	-84.53	-13.209	3	86
20121005	-82.717	-11.344	1	71
20121006	-77.628	-11.406	4	179
20121007	-71.602	-9.871	2	93
20121011	-85.036	-7.897	3	20
13/10/2012	-72.802	-3.695	4	110
14/10/2012	-79.773	-6.412	5	7
15/10/2012	-76.189	-3.281	1	171
17/10/2012	-77.038	-2.515	3	143
19/10/2012	-78.293	-17.153	2	36
20121022	-89.925	-13.627	2	36
22/10/2012	-86.93	-5.697	5	46
20121023	-74.337	-10.719	5	156
20121024	-83.216	-9.374	3	62
03/11/2012	-71.681	-17.97	2	171
10/11/2012	-87.906	-8.405	5	34
20121112	-87.947	-17.165	1	191
20121112	-74.765	-8.225	4	163
15/11/2012	-74.26	-12.466	5	121
20/11/2012	-87.522	-4.872	5	83
21/11/2012	-74.499	-3.798	5	15
24/11/2012	-70.334	-2.768	5	116
28/11/2012	-72.549	-3.159	3	22
20121128	-80.7	-3.786	5	36
05/12/2012	-86.181	-9.541	4	122
20121213	-80.528	-12.122	2	197
13/12/2012	-83.778	-7.706	2	90
14/12/2012	-75.613	-16.523	4	38
16/12/2012	-84.785	-8.043	3	181
20121219	-76.076	-16.805	2	176
19/12/2012	-72.389	-13.817	5	24
23/12/2012	-78.225	-15.393	5	54
20121227	-87.475	-6.41	2	99
20121228	-82.492	-6.207	1	88
02/01/2013	-71.761	-14.168	5	104
20130104	-77.747	-2.469	4	136
09/01/2013	-76.742	-3.303	4	35
15/01/2013	-72.693	-10.646	3	186
15/01/2013	-86.531	-14.212	4	139
16/01/2013	-76.323	-4.925	4	62
18/01/2013	-75.751	-6.432	4	18
20130119	-72.176	-4.95	4	13
19/01/2013	-81.776	-14.21	4	138
20/01/2013	-85.091	-8.97	5	165
20130121	-86.96	-5.395	4	42
23/01/2013	-83.897	-15.27	4	118
20130126	-73.76	-6.868	3	200
20130128	-77.755	-15.71	1	46
20130201	-70.433	-2.799	2	43
02/02/2013	-74.817	-4.659	4	200
03/02/2013	-85.94	-17.499	3	50
20130204	-70.11	-7.271	2	73
04/02/2013	-76.308	-11.647	5	15
08/02/2013	-89.897	-14.783	4	190
12/02/2013	-81.231	-3.64	3	149
12/02/2013	-83.122	-14.248	4	113
20130214	-77.472	-16.175	5	169
15/02/2013	-86.334	-12.415	2	93
18/02/2013	-70.02	-16.442	2	60
19/02/2013	-80.88	-10.519	2	94
19/02/2013	-87.92	-3.466	2	121
22/02/2013	-76.012	-2.458	2	130
27/02/2013	-81.311	-15.216	2	76
20130228	-71.731	-8.134	1	72
28/02/2013	-80.927	-6.11	3	83
28/02/2013	-74.949	-9.031	4	133
28/02/2013	-79.83	-6.465	4	49
20130307	-70.004	-2.669	1	169
20130309	-72.875	-3.86	4	42
11/03/2013	-77.238	-5.638	2	95
20130312	-73.238	-12.776	1	130
20130314	-88.582	-14.232	3	136
25/03/2013	-73.632	-5.649	1	15
26/03/2013	-89.263	-10.866	5	110
27/03/2013	-88.856	-9.294	1	194
20130402	-74.405	-8.503	1	121
03/04/2013	-87.105	-14.246	3	101
20130406	-83.936	-14.851	4	141
20130412	-87.382	-12.389	5	109
15/04/2013	-79.752	-5.023	2	58
20130418	-88.458	-14.195	2	140
21/04/2013	-88.602	-6.035	2	151
23/04/2013	-79.889	-10.463	3	94
26/04/2013	-77.603	-17.537	1	174
05/05/2013	-82.223	-5.816	1	192
08/05/2013	-75.645	-9.314	1	158
10/05/2013	-82.461	-4.371	3	25
20130511	-88.11	-16.906	1	198
11/05/2013	-87.823	-7.544	5	9
20130512	-84.501	-15.893	3	109
20130515	-76.635	-5.555	2	174
20130515	-89.075	-8.637	5	52
16/05/2013	-78.663	-3.155	2	142
17/05/2013	-77.288	-9.259	2	141
19/05/2013	-82.297	-17.821	3	168
20130520	-80.459	-5.972	3	88
20/05/2013	-73.876	-17.491	3	150
20/05/2013	-86.079	-11.037	4	14
20/05/2013	-71.2	-2.3	4	196
25/05/2013	-83.31	-2.204	2	2
26/05/2013	-78.196	-14.44	1	194
26/05/2013	-88.82	-5.118	4	181
20130527	-75.256	-4.576	4	149
20130610	-83.089	-3.938	3	33
16/06/2013	-85.415	-12.107	1	91
16/06/2013	-87.068	-5.148	5	56
20130617	-79.36	-8.238	5	37
17/06/2013	-89.593	-14.953	5	115
22/06/2013	-84.249	-17.196	3	116
23/06/2013	-80.411	-8.142	4	49
25/06/2013	-80.728	-14.3	1	93
25/06/2013	-77.046	-5.751	5	200
25/06/2013	-83.088	-6.845	5	71
26/06/2013	-88.978	-9.121	4	67
27/06/2013	-77.045	-13.555	4	128
27/06/2013	-73.363	-7.499	5	170
02/07/2013	-80.627	-14.67	4	69
20130705	-85.268	-11.828	2	36
20130705	-76.454	-9.541	5	54
20130707	-73.915	-14.718	1	47
20130710	-78.82	-5.115	2	157
12/07/2013	-82.454	-16.649	2	186
20130713	-83.902	-2.398	4	93
16/07/2013	-89.294	-9.081	3	128
19/07/2013	-82.106	-14.379	2	121
21/07/2013	-78.044	-3.426	5	13
20130722	-86.562	-12.922	5	45
20130725	-85.099	-10.559	1	152
25/07/2013	-74.05	-13.253	4	43
26/07/2013	-77.014	-6.975	3	85
05/08/2013	-83.758	-8.415	4	129
20130806	-78.138	-5.739	2	166
11/08/2013	-72.562	-9.688	3	49
11/08/2013	-87.848	-15.144	4	98
13/08/2013	-70.643	-8.955	1	164
20130819	-84.132	-3.734	3	59
21/08/2013	-82.253	-17.213	5	57
22/08/2013	-75.045	-5.537	2	118
22/08/2013	-81.479	-7.51	5	36
20130824	-86.415	-13.571	4	79
20130824	-80.105	-16.255	5	156
03/09/2013	-83.327	-7.266	3	127
08/09/2013	-81.906	-8.191	1	134
11/09/2013	-77.17	-7.338	1	188
13/09/2013	-75.551	-2.567	4	1
18/09/2013	-85.138	-11.241	5	51
20/09/2013	-70.716	-17.138	2	87
20130920	-74.381	-9.874	2	190
20/09/2013	-89.786	-4.098	3	197
21/09/2013	-88.443	-13.762	3	81
21/09/2013	-71.409	-4.867	5	165
20130923	-74.591	-3.934	4	124
24/09/2013	-83.526	-3.518	2	111
27/09/2013	-75.155	-2.784	3	76
02/10/2013	-76.386	-10.731	2	163
02/10/2013	-75.857	-4.978	3	171
20131003	-70.854	-17.932	1	40
03/10/2013	-82.801	-10.485	4	108
09/10/2013	-72.611	-17.65	5	85
10/10/2013	-72.192	-5.069	3	147
10/10/2013	-77.372	-8.001	4	58
11/10/2013	-88.763	-4.113	4	66
14/10/2013	-87.695	-10.928	5	161
17/10/2013	-75.194	-4.012	4	123
20131018	-85.383	-11.83	1	118
20/10/2013	-78.973	-10.38	2	137
24/10/2013	-86.55	-7.375	1	96
07/11/2013	-70.373	-17.007	1	191
07/11/2013	-82.927	-17.566	5	151
08/11/2013	-74.896	-12.073	2	55
11/11/2013	-84.39	-12.571	3	132
16/11/2013	-75.286	-9.799	3	158
19/11/2013	-78.072	-11.17	5	26
24/11/2013	-87.807	-10.367	5	85
25/11/2013	-86.778	-15.256	2	118
28/11/2013	-83.62	-12.264	3	23
20131202	-84.378	-3.132	3	189
04/12/2013	-87.753	-8.829	1	59
05/12/2013	-74.095	-14.311	1	160
13/12/2013	-84.592	-15.561	5	69
19/12/2013	-75.246	-9.37	2	57
21/12/2013	-80.983	-10.149	2	200
21/12/2013	-73.749	-8.772	4	47
27/12/2013	-85.207	-6.74	1	109
04/01/2014	-83.49	-5.177	4	2
05/01/2014	-89.133	-16.775	2	66
20140105	-83.901	-3.974	3	158
20140106	-81.873	-4.675	5	137
10/01/2014	-72.227	-7.27	2	7
10/01/2014	-83.143	-10.725	3	27
10/01/2014	-74.348	-3.691	4	138
20140112	-74.995	-9.696	4	68
13/01/2014	-78.426	-4.046	4	163
20140114	-84.049	-15.375	5	138
18/01/2014	-82.004	-12.732	2	80
24/01/2014	-80.594	-2.288	4	89
25/01/2014	-73.543	-17.264	4	128
26/01/2014	-79.417	-14.516	2	30
03/02/2014	-80.591	-15.57	2	113
04/02/2014	-71.932	-12.371	1	125
20140204	-82.395	-8.62	5	170
05/02/2014	-89.977	-9.065	2	86
09/02/2014	-85.435	-14.438	5	117
11/02/2014	-83.817	-11.457	1	147
11/02/2014	-73.612	-9.635	4	171
12/02/2014	-88.331	-5.526	3	54
16/02/2014	-88.858	-6.4	2	1
20/02/2014	-85.627	-6.081	4	99
24/02/2014	-80.72	-16.14	1	133
20140226	-77.638	-17.468	1	51
20140227	-84.888	-14.319	4	46
28/02/2014	-70.008	-14.165	3	45
28/02/2014	-74.418	-9.065	3	149
28/02/2014	-73.934	-9.486	5	2
04/03/2014	-79.759	-3.283	5	145
08/03/2014	-78.842	-5.766	3	142
15/03/2014	-81.636	-13.839	3	13
20140316	-79.176	-8.443	2	53
21/03/2014	-77.203	-4.292	4	102
23/03/2014	-83.489	-5.369	4	101
24/03/2014	-89.584	-9.057	4	191
27/03/2014	-89.059	-14.38	2	149
28/03/2014	-78.236	-12.51	5	107
04/04/2014	-72.926	-13.342	1	200
08/04/2014	-71.867	-12.238	4	47
09/04/2014	-76.909	-11.842	2	199
09/04/2014	-84.169	-15.835	4	191
14/04/2014	-88.036	-5.307	5	119
17/04/2014	-71.441	-11.642	1	43
18/04/2014	-80.089	-2.906	3	156
25/04/2014	-73.939	-6.339	4	89
20140426	-73.708	-14.002	1	129
27/04/2014	-88.581	-2.316	3	2
20140507	-71.937	-3.948	4	155
13/05/2014	-73.115	-3.167	5	67
20140519	-75.693	-17.483	2	15
20/05/2014	-86.272	-7.84	3	195
20140524	-75.538	-4.637	1	104
25/05/2014	-75.261	-4.552	2	33
25/05/2014	-80.638	-15.639	3	25
20140527	-82.355	-10.856	1	184
27/05/2014	-83.94	-7.32	3	39
28/05/2014	-75.312	-14.462	4	155
04/06/2014	-74.823	-17.345	1	169
07/06/2014	-86.251	-4.639	4	106
08/06/2014	-72.995	-8.941	5	113
09/06/2014	-70.428	-10.079	3	16
10/06/2014	-85.59	-12.629	3	65
26/06/2014	-84.413	-9.57	1	183
02/07/2014	-79.974	-3.14	5	135
04/07/2014	-87.407	-4.216	5	30
20140706	-87.993	-6.315	1	141
07/07/2014	-72.829	-13.69	5	79
08/07/2014	-89.036	-9.043	4	85
20140713	-87.645	-11.602	3	145
20140716	-88.37	-12.104	2	128
23/07/2014	-81.411	-2.745	1	147
20140804	-77.763	-7.634	2	9
05/08/2014	-88.208	-16.866	5	140
20140807	-86.644	-5.276	3	50
20140807	-70.89	-11.768	3	19
20140814	-78.408	-8.383	2	182
20140816	-82.55	-14.01	2	16
20140821	-77.786	-5.607	3	74
20140828	-88.813	-5.041	1	186
20140906	-71.69	-8.024	2	59
11/09/2014	-89.959	-7.943	4	119
12/09/2014	-80.76	-17.128	2	169
13/09/2014	-81.961	-11.87	1	196
