"lon","lat","fecha","sst_c","depth_m"
-79.4037380949532,-12.1104697644147,"03/09/2011",25.64,4981
-79.9325915840321,-10.6283894617004,"05/01/2012",25.788,5665
-73.1579364859949,-19.722735496833,"13/08/2013",23.915,4394
-83.397566942258,-9.58936120810451,"29/10/2011",26.875,4511
-72.9230271923798,-17.8986005059062,"07/08/2012",23.691,6816
-77.9286615277262,-18.7559473481933,"27/05/2012",23.065,4192
-74.1040175563973,-19.3158157631909,"08/06/2011",22.591,4730
-75.4477569970898,-19.2218997392789,"08/04/2012",23.979,4819
-76.5769294420727,-18.1482703692429,"03/07/2011",23.088,4298
-80.1138557786304,-9.35394232356202,"06/06/2013",21.745,2515
-81.3831102945426,-10.133245247288,"08/02/2010",23.99,4173
-80.6958803105799,-11.4126842901363,"19/05/2015",25.52,4549
-82.0831787431649,-10.5240307175596,"29/01/2012",25.125,4632
-79.1670350234165,-12.2590848942416,"07/01/2015",25.201,5072
-83.2078655344685,-8.40299302374756,"10/07/2014",26.316,4384
-76.2993690683376,-18.2588329588541,"29/10/2015",23.25,4632
-75.8690745928673,-17.5519484997822,"07/01/2015",24.027,4182
-81.0629820747159,-7.50941957950243,"11/12/2012",20.625,3059
-82.2906077952638,-8.7685433291018,"25/11/2012",25.858,4458
-82.4319644364578,-9.03803118719667,"08/09/2011",25.655,4394
-83.6611343664196,-7.12906984609741,"31/07/2011",25.88,4056
-81.5996970180333,-7.01072210537784,"03/02/2014",22.52,5814
-77.933667510412,-12.975993385038,"16/04/2012",21.791,3511
-76.6662412603585,-17.2998233094447,"13/10/2011",22.994,4087
-74.6641035288887,-18.9975160655158,"16/10/2014",23.68,4852
-80.356134711435,-15.7494449453525,"17/09/2012",23.702,4965
-72.0259702809535,-19.098158803644,"05/03/2014",24.67,6224
-79.0970747634559,-15.4682776394999,"29/09/2012",24.215,4532
-76.225106367955,-17.6462178127527,"04/12/2013",23.719,4379
-76.4237769851051,-16.7068468012693,"01/03/2011",23.881,3819
-76.1038276532792,-17.537474781938,"14/05/2012",23.853,4280
-72.1466632118776,-19.444062580417,"17/11/2015",24.585,4091
-83.7968368651917,-7.8902996207923,"10/02/2012",25.814,4191
-71.8812539407756,-18.5916374181448,"10/12/2013",23.287,4263
-77.8862872718502,-17.9669046867595,"29/04/2015",23.267,4165
-78.8325239666074,-14.7106925292135,"15/09/2015",24.503,4278
-73.8596276179617,-18.531488615438,"10/06/2010",22.416,4186
-78.6407059399921,-17.0833837106377,"06/07/2014",23.736,3471
-77.4172024575678,-18.4491943778721,"07/10/2010",23.468,4363
-84.6058374602242,-7.52677034995062,"28/05/2012",26.095,4277
-78.2213650487953,-17.7675010272917,"13/05/2012",23.229,3441
-78.2408719966339,-13.3352543083757,"28/01/2011",23.879,5115
-82.8232855166048,-5.46194957292452,"12/02/2011",22.199,4030
-80.0616998880889,-12.8476529147732,"14/10/2014",25.196,4740
-79.5680960383081,-9.37671188059289,"08/08/2011",21.032,203
-77.3222979291334,-18.8030409689235,"05/10/2012",23.494,4521
-74.7793221620514,-18.4126604483532,"08/05/2015",23.57,4653
-81.6712997799287,-11.2754202958835,"26/01/2012",24.951,4153
-75.3011856579115,-18.0362610177228,"13/09/2015",23.881,4463
-74.6324359554861,-19.0267653963424,"16/05/2010",23.573,4806
-74.6005741892781,-18.5897775692378,"10/11/2013",23.975,4517
-81.4882671254991,-6.95646247614995,"01/05/2010",22.107,5089
-81.8800406249944,-9.19272389016753,"16/03/2013",25.867,4414
-80.9943819341344,-11.1296543596461,"01/08/2011",25.702,4407
-76.3551730918623,-18.4224352103056,"23/03/2010",23.362,4827
-83.0811996632997,-10.8806733502553,"08/10/2010",25.583,4645
-80.4104058625753,-10.6473860887776,"12/06/2012",26.042,4685
-77.6316413679476,-16.9231716788948,"27/08/2013",22.869,2909
-76.1956538125614,-18.7169439509612,"08/04/2011",23.344,4611
-80.1048931285039,-11.9733724591796,"13/03/2015",25.698,4705
-82.6424897128012,-6.50343856703049,"22/09/2015",23.764,4070
-81.2249197313479,-10.8625242772402,"02/04/2010",24.889,4479
-83.4772337980432,-5.88677378630832,"30/03/2012",24.564,4023
-73.6069917467997,-19.6546775606825,"15/09/2013",23.95,4775
-79.8719602734153,-14.2689954024483,"13/07/2011",23.332,4664
-78.6703789083757,-14.2718372028531,"24/04/2011",24.644,4331
-79.2524357367243,-12.3904120936433,"28/10/2015",25.361,4762
-74.8583094313226,-18.6006522734825,"30/03/2011",24.022,4802
-77.0384577733164,-17.9496014330791,"25/01/2014",23.23,4124
-78.1555006200313,-15.958428624533,"12/08/2011",23.882,3591
-73.9891766140018,-16.8684838794715,"18/07/2013",20.701,4790
-79.3920817802636,-12.1695063929169,"09/02/2010",25.655,4891
-73.5189746876995,-19.5359838444993,"30/10/2015",23.975,4568
-81.7413982390111,-11.2597958773798,"05/01/2011",24.652,4136
-81.74845081308,-8.6303564863685,"18/06/2015",25.214,4981
-79.7289401747073,-12.4219235358773,"07/05/2012",25.689,4651
-74.3764915819758,-18.6971383244317,"07/06/2013",23.832,4579
-79.8082685773327,-13.8544823761306,"04/08/2012",23.567,4435
-80.158946595325,-11.8022923888654,"27/03/2012",25.458,4736
-73.4941913695748,-19.4159727915243,"15/10/2012",23.72,4476
-80.8699032847373,-14.859981540027,"12/02/2010",24.178,4733
-74.2343352169904,-18.5254736795871,"22/02/2012",23.448,4351
-82.3193113244578,-5.31206931106535,"18/02/2014",20.92,4009
-82.3619821099849,-12.7102307203324,"16/06/2013",25.339,4892
-77.9354372171043,-18.5331871320142,"21/06/2014",23.161,4167
-82.3938671002532,-9.03290045877828,"21/05/2011",25.668,4379
-79.5480483780191,-11.9244964178659,"29/06/2015",25.582,5023
-78.0174842573365,-17.588667133095,"13/10/2011",23.422,3458
-73.0785397778575,-18.5132051548247,"14/05/2012",23.673,4124
-77.8654899255377,-18.1758480478105,"19/05/2011",23.306,3910
-75.7586779337693,-17.1380004811613,"12/09/2014",23.504,4322
-78.8315779661421,-15.2542203656053,"29/12/2012",24.005,4320
-79.2114583952252,-16.4359237235496,"07/06/2013",23.946,4733
-85.2734349239987,-4.20697735161652,"11/04/2015",26.157,3671
-82.3872449886399,-6.53741521622083,"04/01/2015",22.878,4396
-79.4718799284269,-14.7106958741888,"06/05/2013",24.45,4698
-76.3052789265113,-17.8595921012236,"26/08/2015",23.292,4127
-76.6291291781255,-16.2808048154881,"14/05/2012",23.899,3131
-82.3489099894516,-9.54030439270478,"05/05/2013",26.331,4509
-75.4638479122553,-18.8285158282145,"24/04/2013",23.952,4140
-77.2726302605887,-15.5926858678418,"02/02/2012",22.246,2931
-74.6259861625534,-18.5977508892935,"06/08/2010",23.99,4490
-74.0855129634654,-19.2936998271396,"23/01/2011",22.539,4714
-75.9743668521748,-17.1821330800607,"10/12/2011",23.77,3854
-76.7247288069704,-16.829546095486,"24/06/2015",23.741,3576
-75.0305771920168,-18.4104039653164,"17/11/2013",24.277,4367
-73.0786283097077,-19.2623707991372,"23/11/2015",23.911,4337
-74.626661722133,-17.506773715441,"25/11/2010",22.431,4574
-82.8988340009499,-6.81752214364458,"01/09/2013",25.467,4163
-73.3793906378948,-18.6648039389457,"08/12/2014",22.432,5120
-78.4742316832919,-12.4561007554379,"27/05/2012",22.777,3722
-79.7845835701908,-11.6635294051551,"06/03/2011",25.215,4995
-77.7046288693633,-18.3714536602177,"08/09/2012",23.356,4103
-78.7703605489174,-16.9509826792716,"28/08/2014",23.755,3735
-78.259656690556,-17.2349023971103,"13/04/2012",23.793,2788
-81.7995814276302,-9.7310324966026,"08/08/2014",25.597,4528
-77.8335510360066,-18.1790306548704,"23/06/2010",23.333,3854
-76.3663332179468,-18.2415637962465,"27/09/2014",23.384,4572
-76.9815867192909,-17.4260747340451,"04/10/2011",23.313,3965
-75.3291857747963,-17.6251812872165,"22/11/2013",23.869,4305
-74.0043156673881,-18.9087859483278,"15/12/2011",23.014,4542
-82.1405502143424,-7.9885370801823,"24/08/2010",24.075,4266
-81.1072324651783,-10.7492333267494,"23/06/2014",25.217,4101
-79.4860384560693,-12.7774529933413,"28/10/2011",24.634,4535
-74.3522142682,-17.6153032105786,"27/11/2014",21.951,4287
-81.4571498831971,-11.7532796742277,"14/08/2010",25.716,4721
-73.6266032050655,-18.4389023961095,"09/11/2014",22.441,4398
-77.4620337900058,-12.0774328409974,"20/11/2015",19.157,145
-82.4600819570019,-13.3767111579038,"05/09/2011",25.059,4886
-73.5807856347154,-19.7448074450695,"06/08/2012",23.886,4740
-80.1410436812311,-9.59151477469428,"29/12/2013",22.257,3749
-81.9812082425253,-11.0699046543477,"24/12/2012",24.218,4507
-76.3469090639195,-16.1245006959112,"25/12/2014",23.462,3322
-78.8855073853227,-16.3165063927275,"27/03/2013",24.195,4049
-78.1613277183436,-16.904405978566,"08/02/2013",23.045,2905
-76.3492901130292,-17.7806317879706,"26/11/2015",23.089,4321
-75.9046690749946,-18.3319261871574,"03/05/2014",23.859,4516
-73.1487675242672,-19.8189065455424,"30/07/2011",23.947,4584
-81.4583500880499,-8.96737374668139,"11/06/2011",25.437,4676
-77.6314407009933,-12.9908743270558,"22/01/2015",21.359,2087
-79.383489265057,-19.0590347539442,"25/02/2015",22.321,3371
-80.2166881516923,-12.5255114739732,"10/11/2015",25.469,4634
-77.7263334989838,-14.9998957114701,"12/01/2015",23.06,4103
-77.531856830195,-18.3442553674584,"16/05/2015",23.464,4140
-74.4680570565678,-18.2439744600393,"23/05/2010",24.223,4902
-77.2834117654507,-16.5468081186864,"10/10/2013",24.031,2766
-76.8920348006621,-18.8559023445341,"31/05/2012",23.5,4544
-76.2390758245447,-16.4054031789012,"11/01/2011",23.977,3736
-74.7681594345865,-18.9021009925002,"21/08/2010",23.715,4701
-75.9455366666868,-16.5314247465107,"15/02/2014",22.897,4280
-78.9181753190728,-16.1475790697256,"01/10/2013",24.193,4090
-81.2326114334021,-5.66525305650728,"02/01/2012",18.771,100
-73.0146624655705,-19.9951327582338,"07/12/2015",23.892,4630
-79.5930797102521,-12.7992368203388,"31/08/2012",24.199,4680
-74.5678515902179,-19.635392011642,"26/06/2012",23.425,5012
-81.8179386857197,-8.75048615210029,"15/10/2011",25.375,4674
-80.7301190662952,-7.77722414727035,"27/02/2010",19.957,1545
-72.0838931134913,-19.6305048838969,"17/02/2011",24.479,4072
-79.8960086624193,-13.8128775542501,"16/09/2011",23.497,4584
-77.4434387024792,-16.4716886393519,"24/04/2012",23.428,2735
-77.537056087128,-15.6650081582474,"06/05/2011",22.078,3039
-77.1885029457323,-17.3242067953892,"22/07/2010",23.183,3629
-76.6546787248228,-16.949499164911,"20/06/2013",23.679,3805
-78.1990304679901,-13.3220352062931,"22/01/2012",23.708,5323
-79.2418670283605,-12.4454453357399,"07/03/2010",25.41,4788
-72.3585703013285,-18.6078641022696,"04/10/2012",24.375,6304
-78.5258821338183,-13.8550070745816,"22/04/2014",24.621,4248
-82.2269994644322,-3.74977619159598,"18/05/2011",21.411,3821
-75.1640907522351,-17.3223155258203,"17/04/2010",22.629,4331
-79.4706627586181,-13.6098001532022,"02/06/2014",23.257,4484
-78.1750574255353,-15.2343842598965,"21/06/2012",23.963,4018
-72.6954070517061,-18.0970697486771,"28/07/2014",24.139,6662
-75.2961138705215,-16.7991885218571,"05/09/2010",22.48,4381
-79.8158258490776,-12.6101158977709,"19/02/2015",25.475,4690
-78.3441932199271,-14.268761948276,"25/05/2011",24.258,4375
-76.371960701738,-18.4103133883758,"28/07/2011",23.39,4791
-79.2385153844217,-13.8702579608905,"02/01/2014",23.402,4398
-76.8128052931826,-16.2671945209755,"16/02/2012",23.892,2925
-76.885012416394,-15.9759560470039,"28/01/2011",24.112,2620
-74.4034664873413,-18.5012145589182,"26/07/2015",23.335,4329
-82.2299512576044,-10.7307851031003,"03/05/2013",24.952,4477
-78.7852826778942,-12.6900032338243,"13/05/2015",23.174,5123
-80.1573394920269,-12.3742027716233,"01/10/2012",25.75,4948
-73.6231249708915,-19.9265398155246,"15/10/2014",23.86,4784
-81.5116424401329,-10.7448023321257,"05/03/2015",24.2,4390
-77.8082384356057,-19.496158387099,"22/04/2015",23.03,4600
-76.576381231416,-15.5422127832257,"19/05/2014",23.126,3099
-77.3284374492421,-15.4901245015001,"10/08/2011",22.082,3071
-81.4998539023643,-8.94554816172425,"25/11/2011",25.47,4672
-74.7148677186111,-19.1889781741066,"27/04/2014",24.039,4905
-82.0779063289533,-8.54530396997236,"29/12/2011",25.578,4422
-74.5419709601245,-19.0587641011727,"25/05/2012",23.754,4597
-74.3196487186177,-19.5524014222453,"28/03/2014",23.199,4791
-79.4647968895344,-13.6326566412978,"13/01/2011",23.327,4462
-80.3154424465683,-9.06577172667424,"24/07/2010",23.008,2980
-77.1921582824992,-18.1181871473866,"05/05/2014",23.234,4283
-80.7333768985812,-15.81661209649,"05/09/2014",23.75,4621
-79.5729187587125,-15.5138315020144,"18/09/2013",24.025,4584
-82.8200673394434,-11.5921956432114,"23/04/2012",25.715,4803
-77.5112600992012,-19.1162200318444,"22/12/2012",22.887,4326
-78.7079134168657,-15.2263461824439,"29/12/2012",24.059,4255
-73.4710672167493,-19.8517051026243,"25/05/2010",23.974,4666
-75.2262116460631,-19.6512265142204,"21/07/2015",23.216,4852
-80.7303823679646,-10.2684289090509,"18/09/2010",25.127,4466
-81.6895361692324,-10.6669523138502,"10/08/2011",24.511,4249
-76.0476842303974,-17.5918095257419,"02/06/2011",23.867,4211
-80.6261792301334,-12.9724096171732,"30/08/2014",25.443,4693
-81.9610295948049,-9.31375605681686,"27/10/2013",26.118,4454
-73.3579660012633,-18.8321233640107,"19/09/2013",23.044,4886
-76.6492785872971,-16.5102313579223,"18/12/2013",23.837,3256
-78.8770761919474,-16.3421196114921,"26/11/2011",24.188,4098
-72.7724162449064,-18.451766804602,"23/12/2015",24.229,5357
-73.2805867058848,-19.1477762531824,"19/04/2011",23.888,4470
-74.0115145835908,-18.414428051396,"16/11/2011",22.591,4624
-74.9849571162257,-17.0952430904069,"13/01/2015",22.065,4501
-75.0859663846303,-17.9245557446053,"17/02/2011",24.117,4726
-79.570370225786,-13.41966345493,"19/06/2013",23.222,4559
-79.0348796268888,-15.3103054379337,"22/05/2014",24.378,4380
-78.7200944553578,-13.5670555578155,"03/02/2012",24.316,4597
-75.2895399731929,-18.5710379648715,"27/05/2012",23.958,5018
-75.645156053733,-18.3388354283264,"16/09/2010",24.275,4595
-81.8745273773332,-11.0609500122707,"19/11/2015",24.447,4669
-80.7932068865842,-9.52578349822851,"28/06/2015",23.365,5311
-73.8051661540952,-19.5879216216389,"10/10/2012",23.948,4962
-78.5920463193281,-13.5269583138155,"20/09/2012",24.375,4523
-73.2113680898465,-19.5530454497277,"16/01/2013",23.576,4715
-72.6032240569356,-18.9773127488429,"02/08/2014",23.604,4054
-78.0181778178938,-15.8084794615803,"25/03/2012",23.426,3632
-73.4429485708227,-18.1809601571384,"21/04/2012",22.531,3912
-80.8288662785341,-11.2555820919875,"20/12/2014",25.575,4636
-74.5707031833305,-15.8800385074664,"30/08/2012",17.894,1010
-73.47610310151,-19.8080066841067,"20/04/2011",23.916,4678
-76.4359320258598,-18.0752030642646,"28/01/2012",23.432,4838
-77.274714073534,-16.81412471131,"17/01/2012",23.199,3116
-74.8236465954654,-18.1817610344876,"26/01/2011",24.101,4479
-80.3259608523839,-9.36937713737363,"30/10/2011",22.605,3771
-82.8419236089961,-8.22729914073289,"30/12/2012",24.716,4305
-72.9675154918549,-17.970627388731,"24/10/2010",23.828,6613
-77.2717955462765,-18.4620247759994,"04/03/2010",23.345,4399
-80.0213984260658,-11.905743624737,"24/06/2014",25.676,4903
-78.6742381715425,-13.9275759942269,"10/07/2015",24.499,4376
-82.6255864711838,-6.5425794821782,"26/06/2010",24.047,4176
-83.0309821086944,-8.31446699803904,"03/03/2013",24.96,4311
-84.261458284042,-7.52248779701897,"14/06/2015",25.704,4148
-78.3442884698846,-15.1090428851934,"28/02/2010",23.757,4235
-74.8985622781182,-18.8525478803574,"02/04/2015",23.948,4579
-82.6366083289995,-10.7621632834268,"10/01/2011",25.822,4618
-78.8955648410126,-13.0771749529103,"24/04/2013",22.517,4667
-81.9980590619136,-8.69050486727583,"24/04/2011",25.536,4419
-75.0353794732434,-18.6263913048868,"19/09/2012",24.125,4586
-80.7318286232997,-9.79546944863358,"06/07/2015",23.209,5079
-75.5836113117422,-17.3222420453158,"01/09/2012",23.725,4181
-73.9173422430543,-19.2847319402253,"19/12/2014",22.809,4684
-77.4730069476474,-17.229202388382,"21/07/2013",22.852,3320
-78.6980672849214,-16.816732354613,"15/11/2015",23.757,3728
-72.3957077985912,-19.904547310145,"30/04/2012",24.059,4108
-78.3303630991245,-10.9045580939531,"22/06/2014",20.929,450
-77.8019629271751,-19.064862870705,"02/09/2015",22.862,4214
-73.4927568121726,-19.7881719387112,"17/02/2015",23.864,4725
-74.8558700897729,-19.1943846467742,"06/01/2010",24.087,4824
-80.4324398398892,-10.0849123474608,"14/07/2010",25.181,5089
-77.6449925556478,-16.9465254174465,"11/02/2010",22.97,2978
-79.221069881845,-11.9853532757286,"04/01/2012",25.291,5427
-78.3001453097151,-14.7895691945636,"22/11/2010",24.311,3929
-75.8483023014304,-17.5257310025362,"16/11/2011",24.016,4234
-72.2709351142627,-19.4312098679572,"10/09/2010",24.256,3860
-75.7585011778769,-16.8966667456265,"29/09/2011",22.606,4276
-76.5834589062348,-16.6240355103427,"13/02/2012",23.84,3346
-83.4705498748066,-5.93734649447964,"25/06/2013",24.208,4036
-81.7970369931471,-7.48670584469529,"07/09/2013",23.127,4600
-80.0830805631445,-9.02846947908473,"04/01/2015",21.638,1275
-80.2481838026538,-13.467749339321,"29/03/2011",23.75,4650
-80.4543947511348,-6.51913175627007,"29/01/2013",18.292,16
-76.1964931132279,-16.4920755567777,"15/12/2013",23.987,3779
-77.2473352456925,-15.5165605245393,"01/01/2013",22.151,2957
-79.1790448424674,-14.0551100672596,"25/08/2014",24.098,4370
-81.6617286020182,-9.43152492429349,"22/12/2011",25.528,4581
-82.7856535870602,-8.70334154838949,"15/11/2011",25.284,4274
-76.7030065378477,-16.5067418924485,"05/01/2015",23.828,3215
-77.342643608642,-19.1230147359236,"12/08/2014",23.234,4472
-72.3674234547311,-18.5128019688499,"28/08/2010",24.226,6338
-81.6996051348505,-8.38025631404733,"15/11/2010",24.984,5086
-72.9402045668403,-18.4339397496186,"15/06/2015",23.594,4861
-73.9519866250606,-19.2496213218292,"05/11/2011",22.834,4681
-77.3051846248465,-12.8300019559121,"22/02/2012",20.705,749
-84.2585425243233,-7.78658851369625,"11/03/2011",26.049,4233
-75.567137886043,-18.3515330258177,"12/08/2013",24.411,4726
-77.547973295629,-14.4736234604342,"12/03/2015",22.68,4480
-76.378436703693,-17.1555503653427,"22/12/2015",23.664,3862
-80.1358598222614,-9.80577688461932,"28/08/2014",23.208,4593
-74.7405025838569,-18.5163274951317,"07/08/2014",23.871,4401
-75.3186914855785,-19.4458940297286,"18/02/2015",23.87,4879
-78.9035761338975,-12.5641386741758,"22/05/2015",24.123,5067
-74.9055789462206,-17.8002831332277,"17/06/2014",23.912,4281
-80.6565131322174,-11.5336956005353,"03/11/2015",25.308,4558
-71.9888368419413,-19.7410340573758,"09/05/2010",24.34,3761
-78.4162814732773,-15.8195010227515,"27/01/2011",23.719,4014
-79.6118249656434,-9.9320727475729,"30/04/2015",22.258,1831
-78.0037060949582,-18.1045275658626,"29/06/2010",23.146,4187
-83.7555031701565,-8.82514990170116,"19/01/2015",26.211,4317
-79.1700991823405,-15.6223605835823,"26/12/2010",24.157,4513
-79.8746183794731,-15.1220529443608,"16/09/2010",24.293,4588
-73.4710383199238,-19.7273842821118,"04/12/2015",23.74,4702
-79.6425058628384,-10.4073595743225,"29/09/2014",25.789,3243
-79.3275025131101,-15.462507193907,"28/05/2010",24.268,4537
-75.6093104377368,-17.8348778351473,"02/02/2012",23.917,4437
-81.9373719478032,-5.35945205626811,"14/03/2015",20.408,5325
-80.8731490521726,-10.6160379478001,"25/12/2011",25.799,4161
-82.3799832091808,-11.2628465300756,"08/10/2010",24.214,4579
-79.0406734058887,-13.4103960088104,"17/10/2012",22.744,4579
-76.7725654678539,-16.1094352226998,"07/12/2012",23.831,2898
-76.5578261435917,-18.7148716498597,"18/02/2013",23.25,4521
-71.205244375911,-19.1085284279599,"03/08/2015",24.34,2410
-73.4636058821757,-18.838457544175,"30/03/2011",22.647,4468
-80.4579105886164,-14.6592102242788,"15/07/2014",24.551,4790
-78.0535943974129,-16.9512128767573,"30/11/2011",23.287,2884
-78.5219920632904,-14.1212656464736,"28/05/2015",24.517,4349
-75.90052926346,-17.8500521298947,"18/12/2012",23.608,3939
-83.0064285324911,-8.30189014084087,"05/05/2011",24.86,4292
-73.9641344432128,-19.8931727954816,"03/11/2011",23.074,4591
-76.764252712411,-17.7262206483595,"04/09/2015",23.436,4278
-79.5805807064623,-12.4343460417725,"11/05/2014",25.588,4704
-80.3652725722362,-10.2528845144384,"11/10/2011",25.395,5142
-80.02141883835,-16.5604872156,"04/10/2010",23.263,4541
-78.9623420139654,-14.0783621704056,"09/05/2011",24.382,4339
-76.7389231906899,-17.8654592372204,"08/08/2013",23.201,4247
-81.0495698849552,-9.21087897165581,"12/06/2014",25.672,5151
-78.7357416027646,-14.2744662220681,"23/02/2013",24.677,4241
-77.5787590934976,-16.9298583574747,"18/09/2011",22.826,2945
-81.1143846427295,-7.78755946611682,"14/04/2010",21.702,4692
-76.6215552838969,-16.1245804474963,"19/07/2013",23.854,2766
-82.5402342865366,-7.32820144211895,"31/10/2010",24.43,4319
-76.517837253873,-18.4104986930749,"24/12/2011",23.066,4301
-73.8509398394832,-18.5006293856962,"22/04/2014",22.45,4278
-80.4042431209893,-9.96413834806647,"15/09/2010",24.668,5382
-81.2423082234441,-8.61660138399046,"30/12/2010",25.453,4990
-80.862416616107,-10.4876826156888,"20/08/2011",25.57,4687
-82.8679696898176,-7.02376597469373,"25/08/2015",25.399,4167
-75.1085480500744,-19.288484797901,"28/04/2014",23.832,4936
-75.0761570093201,-17.2616042496235,"04/05/2013",22.43,4441
-78.3824577862188,-10.6328100806039,"16/02/2015",20.567,315
-80.9624056140033,-11.2525496257852,"06/01/2014",25.575,4557
-77.6720890984828,-18.2294183505437,"04/06/2012",23.38,4130
-74.6637303245934,-19.9827920264532,"03/08/2011",22.85,5080
-80.7984037587523,-10.9964573915896,"23/08/2013",25.033,4547
-81.3555443474267,-14.0981666888106,"03/10/2014",24.609,4857
-82.1513946312476,-8.40461524607448,"26/03/2015",25.557,4476
-75.184515765125,-17.8546416237378,"14/07/2012",24.121,4666
-82.151998745416,-11.9027084112597,"27/01/2015",25.578,4847
-73.7283813096456,-18.3992629247361,"08/09/2015",22.392,4496
-78.3251371449515,-14.4196383257378,"07/03/2014",23.605,4512
-82.5998260111437,-8.72988210630892,"17/09/2013",25.366,4406
-74.4977709525582,-19.7209995589801,"02/06/2011",23.269,4921
-80.420364619192,-12.7157793184967,"04/10/2011",25.493,4610
-77.8934439632925,-16.8343952214451,"08/10/2011",23.405,2945
-81.9609861708265,-8.20443787185989,"24/07/2014",24.751,4498
-80.4206932279943,-9.32882240974636,"29/10/2013",22.928,4609
-81.8101480794693,-8.45683166211672,"12/10/2013",25.057,4706
-81.0782840195628,-7.44573198888955,"13/05/2011",20.645,2820
-78.2989935665804,-10.2919208450293,"07/12/2013",19.241,144
-82.8251880613257,-8.50416326892407,"17/08/2012",25.187,4240
-77.181824626278,-17.896068472547,"04/01/2013",23.321,3948
-78.6744017039633,-14.131034819931,"22/03/2011",24.556,4286
-81.1582615598014,-5.53510009571869,"13/03/2011",19.179,77
-82.1701751333253,-9.65777081158941,"19/03/2011",26.362,4408
-73.5139841723618,-18.7294284449981,"02/04/2015",22.474,4522
-79.9966282408441,-15.391974518402,"26/01/2012",24.216,4598
-83.0194270450292,-4.33892360577947,"05/05/2012",22.106,3756
-78.1114090113236,-17.7774756332589,"30/10/2010",23.241,3522
-80.6892670575209,-16.5666201102168,"23/07/2014",23.53,4729
-76.9160093841021,-17.0100876455771,"19/05/2014",22.903,3436
-82.1872291011379,-10.1240024212248,"26/03/2014",26.914,4553
-82.5627685395108,-4.97073487025554,"18/08/2015",21.239,3877
-77.8255427659591,-17.8877657492963,"18/04/2010",23.354,4018
-81.9070243752954,-10.4877333453751,"17/10/2010",25.186,4544
-74.6835016021087,-18.9237088944634,"10/04/2012",23.629,4601
-79.5241040275998,-13.4449174366557,"20/04/2015",23.143,4543
-79.2658096272663,-13.54074232791,"24/07/2013",23.295,4567
-76.850521654793,-17.0083679107837,"05/01/2012",22.967,3260
-79.9218350302148,-11.3682614077883,"10/06/2014",25.446,4898
-73.0227958899764,-17.26152748459,"02/05/2012",24.032,3157
-78.9386328194443,-14.1824552258005,"08/11/2010",24.6,4432
-76.7387530409985,-18.0817077907471,"21/11/2010",23.175,4290
-82.8923179801068,-10.5950734227677,"19/06/2014",26.289,4479
-76.7316603640931,-17.3411374467024,"02/07/2012",23.075,3948
-80.3990525372291,-11.0220739637574,"20/03/2011",26.189,4703
-80.1756832351085,-12.2564902516722,"23/11/2014",25.902,4824
-78.0816076382979,-16.5289463356631,"21/04/2015",23.73,3118
-78.0680142383588,-19.2468816513155,"16/11/2014",22.687,4403
-81.8577464501809,-8.45813442194257,"01/04/2010",25.131,4570
-74.9788204599088,-18.6585756790792,"18/01/2014",23.932,4785
-77.9625748936041,-14.0028667513772,"14/01/2012",24.339,4672
-78.4599836104514,-13.127827948026,"09/09/2012",22.805,4961
-75.3499040587887,-17.716199283247,"11/04/2013",23.881,4231
-79.8404647280747,-8.98579128346427,"31/08/2014",20.684,219
-80.0343278251595,-12.9440715718696,"18/11/2011",24.651,4780
-77.2063624912725,-15.4566338544792,"24/06/2013",22.065,2794
-72.4796920671608,-19.0976038650007,"06/09/2012",24.512,4104
-83.9463256888017,-6.54833691592809,"30/05/2014",25.256,4076
-72.2024338363874,-19.0534224054191,"07/07/2014",24.57,5357
-76.7944728821074,-18.520802702997,"14/01/2010",23.244,4655
-77.0173232410857,-15.157107232548,"24/10/2014",21.645,3523
-78.1218147244524,-16.1402496548035,"13/12/2013",23.903,3489
-76.151373334313,-18.7715093163974,"05/11/2015",23.414,4563
-81.0644054141245,-5.47137132801999,"23/03/2011",19.617,49
-79.3971220004869,-10.8319078491526,"20/04/2011",25.451,4083
-78.3838906480018,-14.764236329391,"02/07/2013",24.338,4059
-77.7865929494413,-18.3660005174992,"02/05/2013",23.287,4273
-80.4004091741606,-13.5453695961052,"31/10/2015",23.729,4613
-82.8817362437168,-9.68370103654544,"11/11/2014",27.108,4500
-72.2768914023608,-17.5282038873215,"24/05/2010",23.819,1532
-75.7511502234045,-18.4414523751337,"03/01/2013",24.186,4575
-79.865589206813,-12.689770342935,"09/11/2011",25.06,4677
-76.2128010790052,-17.3155236405437,"15/11/2015",23.457,4281
-79.5735959242657,-11.7239870383114,"03/04/2010",25.291,5157
-83.7392880151916,-7.74617050701176,"05/11/2011",25.181,4212
-77.9166666276423,-19.043812947961,"21/03/2014",22.86,4311
-78.8791431765654,-15.0791489726186,"23/09/2011",23.974,4295
-81.4132348555358,-5.90909046865287,"03/04/2014",19.015,1785
-72.665991385592,-18.5813177179123,"31/07/2013",23.662,5193
-81.3178619498399,-11.5392765086655,"07/01/2011",25.249,4677
-79.8034158376869,-11.2776656458563,"25/12/2010",25.763,5219
-78.2621210758867,-11.4684077202853,"14/10/2013",21.251,844
-81.1005652799244,-11.8397290523766,"20/12/2012",25.71,4508
-81.5401487183841,-11.9015208065689,"19/05/2015",25.625,4662
-81.9662734546341,-11.1057587794688,"04/07/2014",24.226,4593
